coords_index,latitude,longitude
0.04000000000001819,34.374433,-85.631683
0.6399999999999273,34.437067,-85.7589
1.4400000000001092,34.435733,-85.754983
3.2399999999998363,34.688217,-85.5265
4.8400000000002,34.61685,-85.768367
7.839999999999745,34.692267,-85.537533
10.240000000000292,34.420267,-85.736867
14.439999999999655,34.56085,-85.79983299999998
17.64000000000038,34.417717,-85.733067
23.039999999999562,34.6426,-85.444517
27.04000000000047,34.41055,-85.722933
33.639999999999475,34.367117,-85.607433
38.440000000000566,34.654783,-85.4702
46.239999999999384,34.43965,-85.7692
51.84000000000066,34.438783,-85.755267
60.83999999999929,34.559667,-85.803167
67.24000000000075,34.439667,-85.75235
77.4399999999992,34.36335,-85.609433
84.64000000000084,34.384617,-85.655117
96.03999999999911,34.7059,-85.56236700000002
104.04000000000093,34.43615,-85.747667
116.63999999999902,34.423433,-85.76253299999998
125.44000000000102,34.438533,-85.74973299999998
139.23999999999893,34.45435,-85.789367
148.8400000000011,34.61525,-85.436817
163.83999999999884,34.364333,-85.65995
174.2400000000012,34.379517,-85.59598299999998
190.43999999999875,34.36425,-85.65995
201.6400000000013,34.41405,-85.71855
219.03999999999866,34.356567,-85.61485
231.04000000000138,34.624633,-85.753383
249.63999999999857,34.553816999999995,-85.24001700000002
262.4400000000015,34.678317,-85.5292
282.2399999999985,34.550217,-85.253733
295.84000000000157,34.614317,-85.4401
316.8399999999984,34.532367,-85.259917
331.24000000000166,34.437233,-85.7424
353.4399999999983,34.48695,-85.1851
368.64000000000175,34.416683,-85.716583
392.0399999999982,34.510867,-85.266767
408.04000000000184,34.435666999999995,-85.740117
432.6399999999981,34.580317,-85.17268299999998
449.44000000000193,34.642333,-85.469433
475.239999999998,34.571690000000004,-85.145678
492.840000000002,34.432367,-85.733283
519.8399999999979,34.5556,-85.284983
538.240000000002,34.612967,-85.4453
566.4399999999978,34.597083000000005,-85.175217
585.6400000000021,34.38645,-85.58618299999998
615.0399999999977,34.583933,-85.27255
635.0400000000022,34.432666999999995,-85.73066700000003
665.6399999999976,34.585417,-85.143683
686.4400000000023,34.622283,-85.455067
718.2399999999975,34.5289,-85.30766700000002
739.8400000000024,34.435883000000004,-85.72631700000002
772.8399999999974,34.579267,-85.12688299999998
795.2400000000025,34.433333000000005,-85.72205
829.4399999999973,34.473783000000005,-85.283617
852.6400000000026,34.614317,-85.4567
888.0399999999972,34.454317,-85.246667
912.0400000000027,34.607883,-85.45225
948.6399999999971,34.476283,-85.2896
973.4400000000028,34.39505,-85.626717
1011.239999999997,34.512733000000004,-85.315883
1036.8400000000029,34.394533,-85.5802
1075.839999999997,34.476733,-85.29795
1102.240000000003,34.4381,-85.72399999999998
1142.4399999999969,34.62965,-85.193
1169.640000000003,34.440067,-85.7252
1211.0399999999968,34.504733,-85.09515
1239.0400000000031,34.3976,-85.577483
1281.6399999999967,34.581417,-85.09966700000003
1310.4400000000032,34.605033,-85.455717
1354.2399999999966,34.579367,-85.098083
1383.8400000000033,34.442033,-85.7217
1428.8399999999965,34.498083,-85.332083
1459.2400000000034,34.44115,-85.714883
1505.4399999999964,34.486017,-85.093133
1536.6400000000035,34.44075,-85.71235
1584.0399999999963,34.578817,-85.08875
1616.0400000000036,34.484017,-85.454817
1664.6399999999962,34.490183,-85.33251700000002
1697.4400000000037,34.657483,-85.651983
1747.2399999999961,34.494333000000005,-85.33466700000002
1780.8400000000038,34.606167,-85.4683
1831.839999999996,34.4565,-85.30766700000002
1866.2400000000039,34.465383,-85.72891700000002
1918.439999999996,34.585967,-85.08488299999998
1953.640000000004,34.417266999999995,-85.655433
2007.0399999999959,34.58445,-85.081917
2043.040000000004,34.610167,-85.476917
2097.639999999996,34.492783,-85.343733
2134.440000000004,34.414133,-85.560783
2190.2399999999957,34.486267,-85.34415
2227.8400000000042,34.4444,-85.70299999999997
2284.8399999999956,34.415633,-85.23425
2323.2400000000043,34.418017,-85.5555
2381.4399999999955,34.4658,-85.33095
2420.6400000000044,34.44575,-85.701683
2480.0399999999954,34.48475,-85.3446
2520.0400000000045,34.425483,-85.666117
2580.6399999999953,34.4669,-85.334633
2621.4400000000046,34.473417,-85.72421700000002
2683.2399999999952,34.613617,-85.0942
2724.8400000000047,34.425816999999995,-85.5464
2787.839999999995,34.479067,-85.34478299999998
2830.240000000005,34.438583,-85.67475
2894.439999999995,34.482333000000004,-85.347167
2937.640000000005,34.454533000000005,-85.695367
3003.039999999995,34.620767,-85.09881700000003
3047.040000000005,34.463817,-85.703283
3113.639999999995,34.4766,-85.34661700000002
3158.440000000005,34.440667,-85.5303
3226.239999999995,34.481617,-85.35041700000002
3271.840000000005,34.446233,-85.524283
3340.8399999999947,34.547583,-85.0555
3387.2400000000052,34.47675,-85.71055
3457.4399999999946,34.408383,-85.241733
3504.6400000000053,34.452083,-85.51701700000002
3576.0399999999945,34.477133,-85.350767
3624.0400000000054,34.4705,-85.4958
3696.6399999999944,34.54795,-85.04401700000003
3745.4400000000055,34.449083,-85.521867
3819.2399999999943,34.613717,-85.072367
3868.8400000000056,34.452033,-85.518833
3943.8399999999942,34.61055,-85.06438299999998
3994.2400000000057,34.46655,-85.699083
4070.439999999994,34.437617,-85.33505
4121.640000000006,34.621533,-85.673733
4199.0399999999945,34.439833,-85.33785
4251.040000000006,34.440033,-85.656217
4329.639999999994,34.439983000000005,-85.33811700000003
4382.440000000006,34.46885,-85.699117
4462.239999999994,34.428733,-85.33246700000002
4515.8400000000065,34.602367,-85.696783
